Time,Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6
0.0,0.9324251488074689,0.7384362880639429,0.35392615236159763,0.7432007496958384,0.767800886251532,0.5286012748131178
4e-05,0.35925292317149926,0.24014592669066837,0.3200104284656464,0.551572070612793,0.15865157300486687,0.03018066318676771
8e-05,0.5285810650039341,0.17450216124400497,0.17485362585318176,0.04021044434461729,0.0960425023724103,0.3764080065993254
0.00012,0.5160360168076288,0.5413365290327663,0.7572416837857426,0.9367436110269183,0.970731043518199,0.36791958878128495
0.00016,0.6450460322793654,0.8973865911448525,0.7036269391157934,0.4853661678131552,0.37456576052541324,0.31061501348807663
0.0002,0.8825810898430301,0.05231552088734415,0.6360662654832605,0.1147486568650089,0.8524332680488897,0.5427701921173497
0.00024,0.5721772020905016,0.15214798592038614,0.7747049947336567,0.639225831599443,0.5423667059843053,0.889498321713812
0.00028,0.37533379163661806,0.07769533736322498,0.7176901909661683,0.41450092282550943,0.5805495516189101,0.31328167486027914
0.00032,0.5797855722189773,0.8042449287363239,0.8729450066671237,0.15893007844844897,0.3525805809154674,0.1258120851016632
0.00036,0.06525626030798581,0.14560734233592254,0.35070806729307136,0.4829883222240472,0.3445822173253327,0.6700477346362027
0.0004,0.890501002689794,0.9617958861001185,0.28626951813198653,0.2818847280132858,0.8514653675338059,0.43421981535746956
0.00044,0.8606631263206425,0.1080262376300416,0.6005563565113633,0.1564533039617816,0.11211905119861654,0.03730857980775226
0.00048,0.653552252800767,0.06714841499591173,0.441233361555045,0.5079828722130342,0.8351002053048652,0.6610017496395784
0.00052,0.9293408768973385,0.3012709874551708,0.8963751570274818,0.7098847773820872,0.6914043187145867,0.02110390615583735
0.00056,0.6291759402774586,0.7568225991992643,0.008981156066820595,0.9055691418778241,0.7604920557830344,0.25762213680779744
0.0006,0.25195787409107206,0.29638382811525577,0.23517208686773527,0.9717549137126057,0.5208288780566762,0.38412367972300254
0.00064,0.43717169636289177,0.8174835495958886,0.1532455938375431,0.6965169586604457,0.31638907200907374,0.4448711311548814
0.00068,0.4675742439622603,0.5364854767598712,0.396442124879798,0.6959413217188294,0.9946146232531303,0.9139086888679311
0.00072,0.3392669397210425,0.32381534444115134,0.9028295767028287,0.646830767256651,0.7366847371796329,0.4150744282497487
0.00076,0.03718355066741885,0.2296516662107536,0.5352973501815809,0.22842096548598512,0.5036169020618452,0.13304856703655688
0.0008,0.49326785474774915,0.10050175199347233,0.2772252331029169,0.1622213548426057,0.426311773399337,0.3217916679217523
0.00084,0.7487549056021472,0.5208880263753338,0.6712786739989132,0.2344971291655238,0.5555175894355276,0.9274313634089656
0.00088,0.1991988154331117,0.8442396643088207,0.9864910942284016,0.04668457003187887,0.793828440813599,0.5151897584879909
0.00092,0.8398343203150228,0.13601966892908368,0.5849833546691621,0.9801290483273765,0.45844949605811547,0.11771436807368607
0.00096,0.749358460333942,0.8997202165304562,0.31847130278527214,0.41593592954093594,0.44190980601272056,0.007354616874459707
0.001,0.848981450798943,0.3459753953047652,0.07933179616521013,0.7696066821457268,0.29048313674138593,0.9363889000135851
0.00104,0.3435817773461477,0.7290689454218942,0.4863390199124972,0.8337770341878608,0.9074773777248261,0.6629133832571074
0.00108,0.34123483167752544,0.0660811577799989,0.80456001796111,0.1148391310641339,0.4264084996023182,0.8227769993487534
0.00112,0.7500223791369026,0.24391416693529233,0.581780603572167,0.10525134351168752,0.12387298300809935,0.34026267019475165
0.00116,0.36433512642490706,0.27888443133859653,0.8588016926844639,0.7272966532787928,0.2879406179057109,0.7053913082752696
0.0012,0.6796591771181005,0.8856388310399301,0.7480765596974646,0.386393548877063,0.4501632113688049,0.00698335462598465
0.00124,0.325136013261487,0.14916545272373027,0.10517830690186014,0.9259610231149517,0.45871902012439525,0.6300290802059497
0.00128,0.2756794994600972,0.4782122250086792,0.4931568978373586,0.9412374775460189,0.032607990465636005,0.8463309155145949
0.00132,0.41362127779863944,0.8735478476470777,0.1565811047968122,0.32566984613454686,0.13119647476414598,0.6695680981099252
0.00136,0.6094541581090597,0.2509148327663089,0.9332386731487157,0.0795578652251141,0.9204605688900828,0.31925630728661003
0.0014,0.8392957890896373,0.4520447132432588,0.3608192532664525,0.7934678490380984,0.7473588317798748,0.7601231558545111
0.00144,0.3151381899087665,0.10134598552431218,0.30253797167522345,0.7826245914908622,0.6906004704342746,0.7282526970794018
0.00148,0.046034720003483964,0.2094433784600408,0.17655818838242354,0.5299481521485915,0.5097605964815162,0.5921917641720634
0.00152,0.048818073859994704,0.6154199211856574,0.49835649182467423,0.28856849860543876,0.05765638901286241,0.8486018369428043
0.00156,0.4108805445191024,0.15744562441781074,0.4106561037705877,0.9055426465073444,0.8201425051687578,0.7929414106701113
0.0016,0.4802983566942658,0.5025215668823488,0.27799594947494854,0.17484321236611888,0.6094500148725578,0.9168284334599593
0.00164,0.4298341166855958,0.49362786143246884,0.9177726456447578,0.7198382108496777,0.7514464118239885,0.4782386918046687
0.00168,0.6254287455806959,0.781959540249266,0.5361836957382924,0.9387958325479068,0.8599633044322266,0.16961992826322325
0.00172,0.30134314618959157,0.48385522100266865,0.6916886545515782,0.9315415418446404,0.09125453402932737,0.9909967867618842
0.00176,0.714175164347306,0.06980793241944727,0.6065554826668673,0.09558524078210451,0.34410642888722176,0.3674974970220898
0.0018,0.7635056533601066,0.4789555158876403,0.19677120643107904,0.13293621299462988,0.757689446436596,0.5816805732673231
0.00184,0.829919269301538,0.6862878605006326,0.31028196200710456,0.33370489485064525,0.16205572279989688,0.8651125505554428
0.00188,0.6852044430445757,0.43365681357077157,0.6387656891334104,0.6624056506342902,0.2644915340576992,0.8382596195145309
0.00192,0.7639861130646377,0.2527921701077853,0.15281776440157702,0.271329320004975,0.5265311652631068,0.8294832906344681
0.00196,0.9990989641599003,0.053655567269428994,0.6373126780239995,0.5231101411835523,0.18129057227898548,0.1443774717231895
0.002,0.020449130282737427,0.8143256411994807,0.7154543298133889,0.7546504274026442,0.7484482812212371,0.011647593754289254
0.00204,0.3101220404928213,0.4420086661482623,0.7751949359493242,0.18347181279609714,0.8481350930464054,0.7131890691542806
0.00208,0.5429839265165383,0.4860319459520913,0.6517364683354765,0.7577147373357704,0.7626376959912162,0.3969232152025335
0.00212,0.31337477888910215,0.4109100135030166,0.3330989004553232,0.9961913091538419,0.2379268147638176,0.3836669520803857
0.00216,0.6517328917450003,0.8488996983715074,0.4974560248645409,0.7185710909363209,0.03838199563135558,0.8332129704402355
0.0022,0.21001163885307272,0.8891697781187861,0.18252221686222858,0.7888382215658017,0.27190387089565926,0.8298656873980127
0.00224,0.9979530965281364,0.06392962026492277,0.570528654060677,0.43824519837393694,0.36342191910535115,0.043732937675640904
0.00228,0.6230534650953662,0.6288570672567805,0.24129938765345116,0.27697719162078316,0.03732809118760083,0.6903740854120655
0.00232,0.2806580784279906,0.4387494082391976,0.6018389188128529,0.8371432456368608,0.8174493887640424,0.43151494435948856
0.00236,0.7289958336075668,0.1397055405245785,0.5393501393891141,0.3452439310130624,0.4080050268958092,0.874789775973884
0.0024,0.3671580485529007,0.812001534432533,0.5063546659407978,0.8116197217422461,0.2943620368187788,0.5459444118216278
0.00244,0.5232354041304514,0.6369945509170235,0.2800225094075445,0.1959093362679839,0.663792129006481,0.8108831319475032
0.00248,0.9624859338991786,0.0931306526819623,0.9566838486711504,0.272500590875275,0.3677937910322836,0.44784494414169684
0.00252,0.2801734391175903,0.35447119838309815,0.8250602038275319,0.881750426643565,0.6050708213677138,0.4185315191130631
0.00256,0.8015922448155491,0.4833081028865128,0.5573478042700358,0.3099734039041281,0.13347055970100696,0.39625180750368616
0.0026,0.02959849370200962,0.8913184343407259,0.9523392554877252,0.705266933626268,0.07664338665788739,0.8929733362583211
0.00264,0.044801168138454806,0.5830697713486528,0.6302118452597318,0.15343064950854912,0.45831177626200836,0.8240314050477946
0.00268,0.4347589894581926,0.3725406728243026,0.4443825054681324,0.05673956976662842,0.46731000930792854,0.37518972915050497
0.00272,0.5140987909976744,0.07666133517625207,0.6380107355001103,0.3876294156581407,0.5558099440980898,0.36293692431726954
0.00276,0.3940542961494231,0.21437135271893348,0.28286596052133084,0.5234552979714293,0.33834298637953786,0.5427319025495192
0.0028,0.9057473215279771,0.5370614867446957,0.06978696568800757,0.6974545016836835,0.969685250843423,0.8059599856613244
0.00284,0.8834652078036485,0.6796756556440069,0.04395698415964011,0.10298782656663341,0.04840085710083908,0.3936025552933653
0.00288,0.9911317863524239,0.17323342401381625,0.7357534234439537,0.5317565768923549,0.8385798882313469,0.35245604113965545
0.00292,0.40391290870767993,0.20854918917669507,0.2428946395600401,0.5144730695422869,0.348789366658948,0.7114338134510131
0.00296,0.510753624933295,0.35946726214226643,0.2051642883404733,0.06275403108860556,0.4642185640143448,0.5373227605969698
0.003,0.6924572836814179,0.31753081311605047,0.7716586763919095,0.8042519614932652,0.8976874267657956,0.6284990262609035
0.00304,0.32010894419916736,0.8366465769565823,0.11764827201504457,0.369831183519404,0.6600197780747756,0.2656697615608703
0.00308,0.41688447041193666,0.28580696111076787,0.9934503659562189,0.31818595364930335,0.037109741741583324,0.14496733115390747
0.00312,0.07996530395678736,0.18018024240210284,0.9154827516849622,0.7943447072158895,0.08760529303608044,0.5427816874424839
0.00316,0.6586323408034389,0.3979660717854546,0.3354624260558793,0.670695667137364,0.09196582757025085,0.3347471552021686
0.0032,0.8661069571589974,0.24964269874953615,0.8136304524650906,0.6958507957532108,0.6949648897839219,0.3908216078298087
0.00324,0.03752939192617122,0.41856163234405597,0.8141105688395,0.6195977894266054,0.9451947701114584,0.7353950996444145
0.00328,0.7013209553089895,0.2130054972278379,0.5610122613229604,0.08972112807516264,0.6026609101079985,0.357732697451258
0.00332,0.9930209980296906,0.8618038706145497,0.010409591331271395,0.5010566608960755,0.6145338778113092,0.042694193120150103
0.00336,0.6528021776118511,0.855580409774532,0.898778179799147,0.6734807878821987,0.4240041572601885,0.009329781522388503
0.0034,0.3366564808938882,0.06192516820407401,0.16808138283671326,0.6014407472147967,0.0006686394178749833,0.20547844476272403
0.00344,0.5909870924220857,0.09337891452127323,0.262072073376275,0.5159350336520844,0.001964286442572738,0.017906473460165273
0.00348,0.8620501552703639,0.0594680338876552,0.7818257813102368,0.1631591655110064,0.44518101542075195,0.6067595426948652
0.00352,0.39846760117229996,0.4092412589492129,0.6461957504834037,0.8568390119247031,0.8635064182582385,0.8200613167404645
0.00356,0.9641442063878416,0.5202159328144298,0.8502044017201977,0.6930529452845497,0.36938201294191575,0.4604967706862345
0.0036,0.6357202598452121,0.9286253120480502,0.3922287735563612,0.38037431354182516,0.12607122869499032,0.5365565891343926
0.00364,0.4864080707263502,0.6153039423352109,0.639331141623026,0.44706705019086135,0.3706393069141115,0.2688160195843844
0.00368,0.42055332067023277,0.48567318474447085,0.6448460153756393,0.8603959385588543,0.13551436811213435,0.962607897829313
0.00372,0.2814130582357647,0.2817675806782789,0.4295288055051619,0.71861364510349,0.44702746452339426,0.9561148530933175
0.00376,0.8612077423367923,0.4918267723554254,0.7366205343914499,0.12938053625475732,0.819185806160169,0.5868234565298531
0.0038,0.30540668440208474,0.3626509086320765,0.2776357236789909,0.6599946248747834,0.2474319068563543,0.6044579226153942
0.00384,0.07510696983353982,0.6156397736724978,0.536359920050192,0.0023359819578141483,0.18104394309964456,0.8549238044768783
0.00388,0.6654989893542143,0.3624567849442981,0.5975292158793283,0.36096363351700667,0.7402786339285414,0.038542005283911385
0.00392,0.22462852273298362,0.1924853471726382,0.7879852546077976,0.13318660101691193,0.1258798747754435,0.6722662426324811
0.00396,0.3719757293250828,0.4496199480234372,0.10840909506382024,0.6449622823882452,0.4203240077433119,0.08182416838870243
0.004,0.14884504816171196,0.5553054796171787,0.6708268486884653,0.6374954596430193,0.43664221930484837,0.41952366332308355
0.00404,0.4802793333473845,0.9355084961379132,0.4596424355781069,0.1900218368546709,0.32245315531360275,0.3969912247171916
0.00408,0.5099181030041867,0.6372142197916679,0.10379705515185245,0.3394512322381952,0.8398949568868088,0.5610816676798277
0.00412,0.18559898925479712,0.6472157222272558,0.2703702178622809,0.9677018678701846,0.3880463058489554,0.14676090478356818
0.00416,0.755772857968341,0.2302134880931752,0.016046583174481377,0.8973449873160886,0.2746963775529184,0.5101628054110663
